profile,topology,variant,drop_feature,runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,brier_mean,brier_std,ece_mean,ece_std,topk_mean,topk_std,best_f1_mean,best_f1_std,best_f1_epoch_mean,best_f1_epoch_std,epoch_to_f1_095_mean,epoch_to_f1_095_std,epoch_to_f1_099_mean,epoch_to_f1_099_std,mean_f1_over_epochs_mean,mean_f1_over_epochs_std,final_train_loss_mean,final_train_loss_std,loss_reduction_mean,loss_reduction_std
gpu,"AQ(5,4)",full,none,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5304663394044697e-13,3.4898633810687134e-13,1.7572077687390152e-07,1.2003883966691195e-07,1.0,0.0,1.0,0.0,3.6666666666666665,2.309401076758503,1.0,0.0,1.0,0.0,0.999984629929384,2.241241325249369e-05,6.503752957715256e-05,3.263964977681257e-05,0.6449585638661661,0.01871158793786313
gpu,"AQ(5,4)",w/o dispersion,dispersion,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.931821748556452e-12,4.355371071304367e-12,7.96666885175175e-07,1.5836619968633744e-07,1.0,0.0,1.0,0.0,3.6666666666666665,2.309401076758503,2.3333333333333335,2.309401076758503,2.3333333333333335,2.309401076758503,0.9872416079788857,0.022097096469475747,0.00014755501121856338,5.444226225959583e-05,0.6482290460717195,0.0102459166381308
gpu,"AQ(5,4)",w/o match ratio,match,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.144923206212324e-12,4.736254921906471e-12,4.886936194552786e-07,4.2979045635473136e-07,1.0,0.0,1.0,0.0,3.6666666666666665,2.309401076758503,2.3333333333333335,2.309401076758503,3.6666666666666665,2.309401076758503,0.9869478572506099,0.02184715738624399,5.974614814043716e-05,2.0344724914019302e-05,0.6557446324976203,0.025260416290681858
gpu,"AQ(5,4)",w/o mismatch ratio,mismatch,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.506875106572252e-12,4.928260551632248e-12,6.093288250074669e-07,2.402967992529441e-07,1.0,0.0,1.0,0.0,3.6666666666666665,2.309401076758503,3.6666666666666665,2.309401076758503,3.6666666666666665,2.309401076758503,0.9745443292392179,0.022045442959804668,0.00014090092114808309,8.219347459524546e-05,0.6519415196096253,0.01431891242685744
gpu,Q10,full,none,3,0.999990234375,9.765624999991118e-06,1.0,0.0,0.9999674267100978,3.257328990230457e-05,0.9999836867862969,1.6313213703100793e-05,1.0296529872197019e-05,7.89467418918256e-06,1.5576700200626512e-05,5.294196438928829e-06,1.0,0.0,0.999989124524198,9.418438322833135e-06,26.666666666666668,14.433756729740644,1.0,0.0,1.0,0.0,0.9999502345927576,8.554706432334564e-06,0.0005220234812614286,2.419905036280133e-05,0.6653612224410088,0.012954347109441244
gpu,Q10,w/o dispersion,dispersion,3,0.99998046875,9.765624999991118e-06,1.0,0.0,0.9999348534201954,3.257328990230457e-05,0.9999673735725938,1.6313213703100793e-05,1.2467701855449521e-05,9.167537478902707e-06,2.0555599460099878e-05,9.26307057787411e-06,1.0,0.0,0.9999837044699974,1.6313242457060032e-05,11.666666666666666,2.8867513459481287,3.6666666666666665,2.309401076758503,3.6666666666666665,2.309401076758503,0.9715186871634943,0.025734880370828283,0.0017086488424822512,0.0002062982483217041,0.6670281013288158,0.06613281178116112
gpu,Q10,w/o match ratio,match,3,0.9999934895833333,5.6381862225498115e-06,1.0,0.0,0.9999782844733985,1.8806197693455213e-05,0.999989124524198,9.418438322833135e-06,4.816401567864042e-06,5.072721834345288e-06,8.83135132940279e-06,5.382802994482514e-06,1.0,0.0,0.9999945622620989,9.418438322833135e-06,31.666666666666668,22.54624876411447,5.0,0.0,5.0,0.0,0.9359411778908855,0.02231843210628333,0.0005377690996240181,0.00011405121125804052,0.685743775721979,0.03464758955957049
gpu,Q10,w/o mismatch ratio,mismatch,3,0.9999934895833333,5.6381862225498115e-06,0.9999891774891775,1.8745138610063207e-05,0.9999891422366992,1.8806197693455213e-05,0.9999891422078985,9.403161202245776e-06,3.190103992830036e-06,1.9037245665592948e-06,6.887277527376387e-06,1.6520422147399697e-06,1.0,0.0,1.0,0.0,30.0,21.79449471770337,3.6666666666666665,2.309401076758503,3.6666666666666665,2.309401076758503,0.9615591484064329,0.038417786200824686,0.0004359035417673156,3.618393369891928e-05,0.6681476030878132,0.06762970823211596
gpu,Q4^5,full,none,3,0.9999967447916667,5.6381862225498115e-06,0.9999891774891775,1.8745138610063207e-05,1.0,0.0,0.9999945799457994,9.387809255094509e-06,3.2362277862593046e-06,5.457388144563077e-06,5.882461573971469e-06,5.404737280916302e-06,1.0,0.0,0.9999945799457994,9.387809255094509e-06,10.0,0.0,3.6666666666666665,2.309401076758503,3.6666666666666665,2.309401076758503,0.9847955385939379,0.020307449734311294,0.0004961057612880332,6.672989506693613e-05,0.6522850798884021,0.010680495077047242
gpu,Q4^5,w/o dispersion,dispersion,3,0.9999934895833333,1.1276372445099623e-05,1.0,0.0,0.9999782844733984,3.761239538697452e-05,0.999989124524198,1.883687664566627e-05,5.250382936918409e-06,5.221828491405171e-06,1.4845485414646857e-05,9.004352723972497e-06,1.0,0.0,0.9999945799457994,9.387809255094509e-06,15.0,13.228756555322953,1.0,0.0,2.3333333333333335,2.309401076758503,0.9989413557557971,0.0017163216331779981,0.001936776495616262,0.0005457379119243584,0.6647246761837907,0.010463271686667117
gpu,Q4^5,w/o match ratio,match,3,0.9999967447916667,5.6381862225498115e-06,0.9999891774891775,1.8745138610063207e-05,1.0,0.0,0.9999945799457994,9.387809255094509e-06,2.3113437186813213e-06,3.1064446573733396e-06,6.906722286037e-06,4.576254958800195e-06,1.0,0.0,1.0,0.0,7.0,5.196152422706632,2.3333333333333335,2.309401076758503,2.3333333333333335,2.309401076758503,0.9872278276085388,0.022087329051953177,0.0004851843560962672,0.00013829952037307345,0.6762572018941726,0.011543270674250176
gpu,Q4^5,w/o mismatch ratio,mismatch,3,0.9999967447916667,5.6381862225498115e-06,0.9999891774891775,1.8745138610063207e-05,1.0,0.0,0.9999945799457994,9.387809255094509e-06,1.954694020161057e-06,2.3926461004595337e-06,5.729591901896099e-06,4.491887891726234e-06,1.0,0.0,1.0,0.0,20.0,21.79449471770337,3.6666666666666665,2.309401076758503,3.6666666666666665,2.309401076758503,0.9914541179433468,0.009840979049550202,0.00048275110194004984,4.9179999139284794e-05,0.6707305408382949,0.00810591701257211
