profile,variant,drop_feature,runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,brier_mean,brier_std,ece_mean,ece_std,topk_mean,topk_std,best_f1_mean,best_f1_std,best_f1_epoch_mean,best_f1_epoch_std,epoch_to_f1_095_mean,epoch_to_f1_095_std,epoch_to_f1_099_mean,epoch_to_f1_099_std,mean_f1_over_epochs_mean,mean_f1_over_epochs_std,final_train_loss_mean,final_train_loss_std,loss_reduction_mean,loss_reduction_std
gpu,full,none,9,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,13.4444,12.6205,2,2,2,2,0.9949,0.0127,0.0004,0.0002,0.6542,0.0154
gpu,w/o dispersion,dispersion,9,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,10.1111,8.5212,2,2,3,2,0.9859,0.0207,0.0013,0.0009,0.6600,0.0350
gpu,w/o match ratio,match,9,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,14.1111,17.6242,3,2,4,2,0.9700,0.0319,0.0004,0.0002,0.6726,0.0259
gpu,w/o mismatch ratio,mismatch,9,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,17.8889,19.2707,4,2,4,2,0.9759,0.0261,0.0004,0.0002,0.6636,0.0359
