epoch,train_loss,backbone,drop_feature,dataset,test_dataset,raw_accuracy,raw_precision,raw_recall,raw_f1,raw_brier,raw_ece,raw_topk,refined_accuracy,refined_precision,refined_recall,refined_f1,refined_brier,refined_ece,refined_topk,refinement_change_rate,refinement_corrected_rate,refinement_wrong_flip_rate
1,0.6698301801314721,graphsage,mismatch,hypercube_n10_run1_train,hypercube_n10_run1_test,0.7001953125,0.0,0.0,0.0,0.17850026716161285,0.3754423568758648,0.99885993485342,0.800947265625,1.0,0.33605863192182417,0.5030568641658489,0.1389108201585881,0.3122997150121955,0.99885993485342,1.0,1.0,0.0
2,0.4974397145784818,graphsage,mismatch,hypercube_n10_run1_train,hypercube_n10_run1_test,0.813193359375,1.0,0.3769055374592834,0.47999120471012335,0.10746160388684083,0.2868325867796375,0.9993485342019542,0.99845703125,1.0,0.9948534201954398,0.9973097946544185,0.02243202480527054,0.1189060262309988,0.9998045602605862,0.5438905206344269,0.99,0.0
3,0.24808480590581894,graphsage,mismatch,hypercube_n10_run1_train,hypercube_n10_run1_test,0.9974609375,0.999189983377492,0.992345276872964,0.99568940247261,0.00999152079534629,0.06272368967035619,0.9995439739413681,0.999990234375,0.9999675324675324,1.0,0.9999837398373984,0.005813698905422912,0.046996727056076056,0.9999674267100978,0.021034652596013087,0.58,0.0
4,0.0375971169425891,graphsage,mismatch,hypercube_n10_run1_train,hypercube_n10_run1_test,0.999375,0.9985736173633643,0.9993485342019542,0.9989584937050308,0.00046798571656075363,0.0026525077066394133,0.9998371335504885,0.999990234375,0.9999675324675324,1.0,0.9999837398373984,1.3888964892380718e-05,0.0009215252092522667,1.0,0.006065549245893631,0.46,0.0
5,0.007972465756420907,graphsage,mismatch,hypercube_n10_run1_train,hypercube_n10_run1_test,0.999619140625,0.9997077922077924,0.9990228013029315,0.999363461147653,0.0002789506938655994,0.0007071857137363317,0.9998371335504885,0.999990234375,0.9999675324675324,1.0,0.9999837398373984,9.721240169160174e-06,6.48059157872317e-05,1.0,0.003663270386571357,0.27,0.0
6,0.0046622552908957005,graphsage,mismatch,hypercube_n10_run1_train,hypercube_n10_run1_test,0.999658203125,0.9998375565802275,0.9990228013029315,0.9994287159160727,0.0002554253570936697,0.000533792282914509,0.9998697068403908,0.999990234375,0.9999675324675324,1.0,0.9999837398373984,9.644220648125162e-06,3.139387700918747e-05,1.0,0.003278655001955973,0.24,0.0
7,0.003987873116364846,graphsage,mismatch,hypercube_n10_run1_train,hypercube_n10_run1_test,0.999794921875,0.9998376623376624,0.9994788273615635,0.9996575811454305,0.00017532886562453685,0.00036648720877656535,0.9999022801302931,0.999990234375,0.9999675324675324,1.0,0.9999837398373984,9.622883039782867e-06,2.5961054704261863e-05,1.0,0.0019398805078416725,0.18,0.0
8,0.003078574386353676,graphsage,mismatch,hypercube_n10_run1_train,hypercube_n10_run1_test,0.99982421875,0.9997727272727271,0.9996416938110748,0.9997066801998986,0.00013475511718864563,0.00028384296697562975,0.9999348534201954,0.999990234375,0.9999675324675324,1.0,0.9999837398373984,9.625506511591906e-06,2.640190069743241e-05,1.0,0.001647684839432412,0.16,0.0
9,0.0025444893130602744,graphsage,mismatch,hypercube_n10_run1_train,hypercube_n10_run1_test,0.9998046875,0.9998376623376624,0.9995114006514657,0.9996738943591336,0.00015472959328678064,0.0003247290143543953,0.9999348534201954,0.999990234375,0.9999675324675324,1.0,0.9999837398373984,9.47734403263517e-06,3.0210182572515083e-05,1.0,0.001842793129200896,0.17,0.0
10,0.0019325286132068588,graphsage,mismatch,hypercube_n10_run1_train,hypercube_n10_run1_test,0.999814453125,0.9998376623376624,0.9995439739413681,0.9996902075728368,0.00012378575532361491,0.0002612902699836762,0.9999348534201954,0.999990234375,0.9999675324675324,1.0,0.9999837398373984,9.393139082757762e-06,2.827221853084073e-05,1.0,0.0017419716206123973,0.16,0.0
