epoch,train_loss,backbone,drop_feature,dataset,test_dataset,raw_accuracy,raw_precision,raw_recall,raw_f1,raw_brier,raw_ece,raw_topk,refined_accuracy,refined_precision,refined_recall,refined_f1,refined_brier,refined_ece,refined_topk,refinement_change_rate,refinement_corrected_rate,refinement_wrong_flip_rate
1,0.6576095223426819,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.703125,0.0,0.0,0.0,0.1994734342487439,0.0679338543349877,0.9452631578947367,0.8090625,0.9842857142857143,0.36263157894736847,0.5299999999999999,0.16128439580708462,0.13429973826278002,0.9452631578947367,1.0,0.9842857142857143,0.015714285714285712
5,0.27291842656476156,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.96734375,0.9670547003212907,0.9263157894736844,0.9400292186297261,0.046419720438934636,0.13606343745159394,0.98,0.9971875,0.995,0.9957894736842104,0.9952587202587202,0.024839637862010308,0.08941240653345346,0.993684210526316,0.16991348194289368,0.72,0.0
10,0.024192488486213342,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.99640625,0.9969999999999999,0.9910526315789473,0.9937905817905818,0.002997867969049361,0.005088363370344648,0.9973684210526315,0.99890625,0.9984999999999999,0.9978947368421052,0.9981496881496881,0.0010319791553721636,0.0013405066017003458,0.9973684210526315,0.022321428571428572,0.13,0.0
15,0.01660904903630061,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.9965625,0.9954999999999999,0.993157894736842,0.9941024321024321,0.002739763311658532,0.0045090075643788525,0.9978947368421052,0.99921875,0.9990000000000001,0.9984210526315789,0.9986763686763687,0.0008886522970927098,0.001472203766976673,0.9984210526315789,0.02375,0.14,0.0
20,0.010277653212792106,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.99734375,0.9969999999999999,0.9942105263157894,0.9954272184272184,0.0021482032448968714,0.0036397153998901604,0.9984210526315789,0.999375,0.9990000000000001,0.9989473684210526,0.9989466389466389,0.000670230494682755,0.0010777250177351505,0.9984210526315789,0.017499999999999998,0.1,0.0
25,0.008292479806446604,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.99796875,0.998,0.9952631578947368,0.9964955944955943,0.00182073587222685,0.0030215289156683774,0.9989473684210526,0.999375,0.9990000000000001,0.9989473684210526,0.9989466389466389,0.0006855577778111462,0.0010322899673762854,0.9984210526315789,0.012857142857142853,0.07,0.0
30,0.007274244595984263,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.99796875,0.998,0.9952631578947368,0.9964955944955943,0.001579716985820029,0.002505007148754545,0.9989473684210526,0.999375,0.9990000000000001,0.9989473684210526,0.9989466389466389,0.0006597439397788209,0.0008963889242082968,0.9984210526315789,0.01214285714285714,0.07,0.0
35,0.00578361506839948,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.9984375,0.9984999999999999,0.9963157894736843,0.9972925452925452,0.0013407672137211923,0.0020735191967497756,0.9989473684210526,0.999375,0.9990000000000001,0.9989473684210526,0.9989466389466389,0.0006284373417695204,0.0007903529786575877,0.9989473684210526,0.008035714285714283,0.04,0.0
40,0.00384888904435294,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.9984375,0.9969999999999999,0.9978947368421052,0.9973804573804574,0.001279162046633988,0.0020831244181160006,0.9989473684210526,0.99921875,0.9984999999999999,0.9989473684210526,0.9986902286902287,0.000719149384307598,0.0009030257525747201,0.9994736842105263,0.006785714285714286,0.05,0.0
45,0.0034487297068283495,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.99828125,0.998,0.9963157894736843,0.997036135036135,0.0014290024451785823,0.0021441964599061628,0.9989473684210526,0.99921875,0.9984999999999999,0.9989473684210526,0.9986902286902287,0.0006962982127521174,0.0008153277064082464,0.9984210526315789,0.00857142857142857,0.04,0.0
50,0.0034859128313006033,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.99875,0.998,0.9978947368421052,0.9978932778932779,0.0010778529195008017,0.0015722483278481213,0.9989473684210526,0.99921875,0.9984999999999999,0.9989473684210526,0.9986902286902287,0.0007074049856914721,0.0007947111023673765,0.9989473684210526,0.004285714285714285,0.03,0.0
55,0.003203954331443778,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.99875,0.998,0.9978947368421052,0.9978932778932779,0.0010344250373705943,0.0014172323405719914,0.9989473684210526,0.99921875,0.9984999999999999,0.9989473684210526,0.9986902286902287,0.0006987335063940084,0.0007642997152121908,0.9984210526315789,0.004107142857142857,0.03,0.0
60,0.0033924887247849256,graphsage,mismatch,augmented_kary_n2_k8_run3_train,augmented_kary_n2_k8_run3_test,0.99875,0.998,0.9978947368421052,0.9978932778932779,0.0011370500152764515,0.0015146417791858755,0.9989473684210526,0.99921875,0.9984999999999999,0.9989473684210526,0.9986902286902287,0.0007619284936369384,0.0007971369811877634,0.9994736842105263,0.004107142857142857,0.03,0.0
