epoch,train_loss,backbone,drop_feature,dataset,test_dataset,raw_accuracy,raw_precision,raw_recall,raw_f1,raw_brier,raw_ece,raw_topk,refined_accuracy,refined_precision,refined_recall,refined_f1,refined_brier,refined_ece,refined_topk,refinement_change_rate,refinement_corrected_rate,refinement_wrong_flip_rate
1,0.6880938240459987,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.703125,0.0,0.0,0.0,0.20940314628542417,0.06401224479079247,0.7363157894736843,0.788125,1.0,0.2863157894736842,0.4381693552823988,0.1722844217187064,0.10867766375791349,0.7826315789473685,0.7771428571428571,1.0,0.0
5,0.2825959899595806,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.94671875,0.9108000607309364,0.9221052631578948,0.9102134575001568,0.0511257055704101,0.12419829197096988,0.9421052631578948,0.98875,0.970925121103153,0.9942105263157894,0.9818212924535134,0.025863705268929022,0.08336805037068014,0.976842105263158,0.27664232989232995,0.9234999999999998,0.0265
10,0.03509678225964308,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.9925,0.9868218553630451,0.9889473684210526,0.9874394136762558,0.006649318514074399,0.009408216947292517,0.9931578947368422,0.99515625,0.988303476081508,0.9963157894736842,0.9920538925275767,0.0040979261626485994,0.005211723499128419,0.9978947368421052,0.025793650793650792,0.16,0.01
15,0.02436366451105901,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.99359375,0.9863481711525189,0.9931578947368422,0.9893898458898459,0.005264953090825742,0.008535906051784538,0.9952631578947367,0.99578125,0.9888297918709817,0.9978947368421052,0.993134608871451,0.003722522333704245,0.005597115008313321,0.9989473684210526,0.02432539682539682,0.135,0.015
20,0.01704644611371415,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.99421875,0.9873218553630453,0.9942105263157893,0.9904435716804137,0.004440434200379005,0.007436469042449545,0.9978947368421052,0.99609375,0.9892558570338889,0.9984210526315789,0.9936349736086578,0.0028371886317370477,0.004525345758147023,0.9989473684210526,0.024999999999999994,0.10666666666666666,0.023333333333333334
25,0.014767351626817669,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.9940625,0.9873218553630453,0.9936842105263157,0.9901733014101436,0.004339017500119384,0.006608568018316666,0.9978947368421052,0.99625,0.9892821728233627,0.9989473684210526,0.9939187391555813,0.002531057508521683,0.0038602198570843295,0.9989473684210526,0.024821428571428567,0.125,0.015
30,0.013534466004265206,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.9946875,0.9901021113389534,0.9926315789473685,0.991109844761321,0.003724559672089983,0.006221408217573224,0.9973684210526315,0.9971875,0.9936100478468899,0.9973684210526315,0.9953532035046797,0.0017532150374593692,0.0033695486907995525,0.9989473684210526,0.03240079365079365,0.15666666666666665,0.023333333333333334
35,0.012377697824766594,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.99546875,0.9920133667502087,0.993157894736842,0.9923810531178953,0.003109869771054697,0.005567348293899047,0.9978947368421052,0.99796875,0.9950213032581453,0.9984210526315789,0.9966382718751139,0.0015340555906875322,0.003028863364286911,0.9989473684210526,0.0295,0.14166666666666666,0.018333333333333333
40,0.01128351061405348,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.99546875,0.9925133667502088,0.9926315789473685,0.9923671931040353,0.003131683058640771,0.005570910808055655,0.9978947368421052,0.99828125,0.996047619047619,0.9984210526315789,0.9971507276507277,0.0012187997084141522,0.002642404779939074,0.9989473684210526,0.032178571428571424,0.165,0.025
45,0.011226778849959373,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.99546875,0.9916021113389535,0.9936842105263157,0.9924196160710923,0.003047631852281178,0.005759553488227509,0.9978947368421052,0.99796875,0.995047619047619,0.9984210526315789,0.996637907137907,0.0013036148519066403,0.0026526522097070054,0.9989473684210526,0.02639285714285714,0.12666666666666665,0.013333333333333332
50,0.009723906305485539,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.9959375,0.9925133667502088,0.9942105263157894,0.993178003914846,0.0028991457338072898,0.005426742288829537,0.9978947368421052,0.99828125,0.996,0.9984210526315789,0.997137907137907,0.0012350169555681067,0.002552311174263234,0.9994736842105263,0.027642857142857143,0.12666666666666665,0.023333333333333334
55,0.013270912691950798,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.996875,0.9954181286549706,0.9942105263157894,0.9946908244276667,0.00265071036353382,0.004733182880780302,0.9978947368421052,0.99859375,0.9965,0.9989473684210526,0.9976645876645875,0.0009477140611706414,0.0021499106448339416,0.9994736842105263,0.02075396825396825,0.1,0.02
60,0.010883115897221225,graphsage,match,kary_n2_k8_run3_train,kary_n2_k8_run3_test,0.99671875,0.9959181286549706,0.9931578947368422,0.9944066941435362,0.0025398680959628685,0.004533788399337303,0.9978947368421052,0.99859375,0.9965,0.9989473684210526,0.9976645876645875,0.0009097638758970978,0.002203486129682612,0.9994736842105263,0.024107142857142855,0.12,0.03
