profile,variant,drop_feature,runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,brier_mean,brier_std,ece_mean,ece_std,topk_mean,topk_std,best_f1_mean,best_f1_std,best_f1_epoch_mean,best_f1_epoch_std,epoch_to_f1_095_mean,epoch_to_f1_095_std,epoch_to_f1_099_mean,epoch_to_f1_099_std,mean_f1_over_epochs_mean,mean_f1_over_epochs_std,final_train_loss_mean,final_train_loss_std,loss_reduction_mean,loss_reduction_std
gpu,full,none,9,0.9991319444444444,0.0007416161909321896,0.9988912559175718,0.0010561041854841263,0.9982456140350877,0.002105263157894698,0.9985290952220777,0.0012623782861827116,0.0007024392663401045,0.0005273596213682016,0.0011491632326609462,0.001008359050017606,0.9995906432748538,0.0005114870083197864,0.9987710037973195,0.0012109519876812292,25.555555555555557,17.756063127218763,2.3333333333333335,2.0,4.777777777777778,3.492054473292827,0.9919598486376884,0.012507936822223002,0.003909094682967407,0.002701569500537126,0.6515232346084217,0.015034920158513869
gpu,w/o dispersion,dispersion,9,0.9986979166666666,0.0010740411785052889,0.9978952684742158,0.002053076880970758,0.9978362573099415,0.0019945292984038516,0.997810430324337,0.0017996086174760695,0.0010603681294828417,0.0008454114740854344,0.0019536773070175165,0.00167741531661994,0.9991812865497076,0.0007943320296612129,0.9982726505182645,0.0016311692797950866,26.666666666666668,20.766559657295186,3.6666666666666665,2.0,6.222222222222222,3.1135902820449006,0.9811896348658348,0.018686920846884145,0.013071183534708642,0.007044082684641589,0.6480982896062502,0.03629298824444384
gpu,w/o match ratio,match,9,0.9990798611111111,0.0006557124120840854,0.9986105541631858,0.0011148866490338486,0.9983625730994151,0.0017144579197975263,0.9984467456660439,0.0011101914809662633,0.000745963321374453,0.0005258627167179053,0.001234649041890536,0.0010462974768473184,0.9995906432748538,0.00043859649122809,0.9987756643282959,0.0013262885758581762,31.666666666666668,21.065374432940896,3.6666666666666665,2.0,5.666666666666667,2.7838821814150108,0.9667844362505158,0.02996062302969755,0.00489487085435521,0.003526213461996339,0.668736542734093,0.02588510986404494
gpu,w/o mismatch ratio,mismatch,9,0.9991493055555556,0.0006107312187270217,0.9989385964912281,0.0007328368587181322,0.9982456140350877,0.0020384122874775416,0.9985562012754995,0.0010511627646839512,0.0007369570967206341,0.0005051447911316499,0.0011981730371648813,0.0010071910168715527,0.9997076023391813,0.0003823595564509536,0.9988519693782852,0.001110600734962022,31.666666666666668,22.079402165819616,3.6666666666666665,2.0,4.555555555555555,1.3333333333333333,0.9736430413375187,0.023968783917684342,0.0041765240499761795,0.0027863655495193027,0.6594757408326716,0.035832553697821984
