profile,family,topology,variant,drop_feature,run,seed,accuracy,precision,recall,f1,brier,ece,topk,best_f1,best_f1_epoch,epoch_to_f1_095,epoch_to_f1_099,mean_f1_over_epochs,final_train_loss,loss_reduction
gpu,kary,Q8^2,w/o mismatch ratio,mismatch,1,8312,0.99859375,0.9979736842105262,0.9973684210526315,0.9976233723602145,0.0015363909018350328,0.0028148425504156403,0.9989473684210526,0.9976233723602145,60,1,5,0.9929872326944372,0.008045118900814227,0.6686912699868636
gpu,kary,Q8^2,w/o dispersion,dispersion,1,8312,0.99734375,0.9959736842105263,0.9952631578947368,0.9955166502534922,0.002094075578181835,0.004010595199347971,0.9994736842105263,0.9955166502534922,60,5,10,0.9900538964977049,0.02423217985779047,0.6423065440197077
gpu,kary,Q8^2,full,none,2,9316,0.99765625,0.999047619047619,0.9931578947368422,0.9959864864864865,0.0015823502814548023,0.0025377482444702976,1.0,0.996527027027027,35,1,5,0.9931485709072039,0.0053039149851039314,0.6369949281943263
gpu,kary,Q8^2,w/o match ratio,match,2,9316,0.9978125,0.9985213032581453,0.9942105263157895,0.9962709815078236,0.0015846018509502167,0.002758963089273263,0.9994736842105263,0.9962709815078236,60,1,1,0.9949329234248262,0.007836910064465233,0.6716512805183552
gpu,kary,Q8^2,w/o mismatch ratio,mismatch,2,9316,0.9978125,0.9995,0.9931578947368422,0.9962300762300762,0.0014826017609399953,0.0025484059724212933,1.0,0.9965003465003466,55,5,5,0.9852546294015785,0.006454778467221851,0.6693919429775893
gpu,kary,Q8^2,w/o dispersion,dispersion,2,9316,0.99796875,0.9984736842105264,0.9947368421052633,0.9965284312652734,0.002055441951595158,0.00395860046206398,0.9984210526315789,0.9965284312652734,60,5,10,0.9902531227237357,0.018208693230657706,0.6595182397036947
gpu,kary,Q8^2,full,none,3,10320,0.9984375,0.9965,0.9984210526315789,0.9973943173943173,0.0009568194217005061,0.0021348184513658866,0.9989473684210526,0.9973943173943173,60,5,10,0.9900438063538642,0.008439189122457589,0.6497756865075125
gpu,kary,Q8^2,w/o match ratio,match,3,10320,0.99859375,0.9965,0.9989473684210526,0.9976645876645875,0.0009097638758970978,0.002203486129682612,0.9994736842105263,0.9976645876645875,55,5,10,0.9516138503488223,0.010883115897221225,0.6772107081487775
gpu,kary,Q8^2,w/o mismatch ratio,mismatch,3,10320,0.9990625,0.9984736842105264,0.9984210526315789,0.9984203231571652,0.0009992582455688045,0.0021518243334296746,0.9994736842105263,0.9986625086625086,55,5,5,0.9764218026605764,0.008469007111021451,0.6516269315034151
gpu,kary,Q8^2,w/o dispersion,dispersion,3,10320,0.996875,0.9936363636363637,0.9963157894736842,0.9948111432257774,0.0021378303969310612,0.004325059792085707,0.9989473684210526,0.9965941325941325,35,5,10,0.9847746771593473,0.02324751711317471,0.6330003796943596
gpu,augmented_kary,"AQ(2,8)",full,none,1,8324,0.9996875,0.9990000000000001,1.0,0.9994871794871796,0.0003545630001053296,0.0005567578057128664,0.9994736842105263,0.9994871794871796,15,5,5,0.9929113550046358,0.0035209468831973417,0.6622969609951334
gpu,augmented_kary,"AQ(2,8)",w/o match ratio,match,1,8324,0.999375,0.9980000000000001,1.0,0.9989743589743589,0.0004665380273345596,0.000758804190624288,1.0,0.9994871794871796,10,1,5,0.9967532189862507,0.0034921051285761806,0.6675914643980961
gpu,augmented_kary,"AQ(2,8)",w/o mismatch ratio,mismatch,1,8324,0.999375,0.9980000000000001,1.0,0.9989743589743589,0.00043614857477229955,0.000681545864277788,0.9994736842105263,0.9994871794871796,10,1,5,0.9970468121272577,0.0031207687238098253,0.6591541454046299
gpu,augmented_kary,"AQ(2,8)",w/o dispersion,dispersion,1,8324,0.9990625,0.9969999999999999,1.0,0.9984615384615384,0.0008768556929510813,0.0014342799636021663,0.9984210526315789,0.9992307692307694,10,1,5,0.9969267512594495,0.01255779740001474,0.6476701144129038
gpu,augmented_kary,"AQ(2,8)",full,none,2,9328,0.9996875,1.0,0.9989473684210526,0.9994444444444445,0.0003321012953221054,0.0004959227757581296,1.0,0.9994733194733194,10,1,5,0.9978953797415335,0.0010819599405554722,0.6319686946751192
gpu,augmented_kary,"AQ(2,8)",w/o match ratio,match,2,9328,0.99953125,0.9995,0.9989473684210526,0.9991880341880343,0.00023919238665067916,0.0004129699773532117,1.0,0.9997435897435898,40,5,5,0.9638870231177923,0.001471469347182262,0.6258988115317022
gpu,augmented_kary,"AQ(2,8)",w/o mismatch ratio,mismatch,2,9328,0.99953125,0.9995,0.9989473684210526,0.9991880341880343,0.00029313508012286806,0.00048444704559972315,1.0,0.9994733194733194,45,5,5,0.9635856566625798,0.0012253935762730958,0.6328142298204642
gpu,augmented_kary,"AQ(2,8)",w/o dispersion,dispersion,2,9328,0.99921875,0.9995,0.9978947368421052,0.9986625086625085,0.0004322981736577109,0.0009394083008999649,1.0,0.9992169092169092,10,5,5,0.9632836771682926,0.008397303255540984,0.6314929332584143
gpu,augmented_kary,"AQ(2,8)",full,none,3,10332,0.99921875,0.9984999999999999,0.9989473684210526,0.9986902286902287,0.0007397468475159297,0.0007778907275220595,0.9989473684210526,0.9989466389466389,10,1,5,0.9967532518912062,0.0023428458329622765,0.6362413592495224
gpu,augmented_kary,"AQ(2,8)",w/o match ratio,match,3,10332,0.99921875,0.9990000000000001,0.9984210526315789,0.9986763686763687,0.0007727860582638797,0.000859800765753858,0.9989473684210526,0.9992169092169092,10,5,5,0.9915891544012622,0.0020425433051838937,0.6666593182807056
gpu,augmented_kary,"AQ(2,8)",w/o mismatch ratio,mismatch,3,10332,0.99921875,0.9984999999999999,0.9989473684210526,0.9986902286902287,0.0007619284936369384,0.0007971369811877634,0.9994736842105263,0.9989466389466389,20,5,5,0.962409421255575,0.0033924887247849256,0.654217033617897
gpu,augmented_kary,"AQ(2,8)",w/o dispersion,dispersion,3,10332,0.99875,0.998,0.9978947368421052,0.9978932778932779,0.001178114408792234,0.0017020932608330403,0.9978947368421052,0.9984199584199583,10,1,5,0.9955008477519789,0.010019730144579495,0.6339514150084662
