profile,variant,runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,brier_mean,brier_std,ece_mean,ece_std,topk_mean,topk_std,best_f1_mean,best_f1_std,best_f1_epoch_mean,best_f1_epoch_std,epoch_to_f1_095_mean,epoch_to_f1_095_std,epoch_to_f1_099_mean,epoch_to_f1_099_std,mean_f1_over_epochs_mean,mean_f1_over_epochs_std,final_train_loss_mean,final_train_loss_std,loss_reduction_mean,loss_reduction_std,refinement_change_rate_mean,refinement_change_rate_std,refinement_corrected_rate_mean,refinement_corrected_rate_std,refinement_wrong_flip_rate_mean,refinement_wrong_flip_rate_std
gpu,full,9,0.9990277777777777,0.0009750856888983754,0.9985632135895294,0.0016689798369958968,0.9982456140350877,0.0018976585660336889,0.9983562428825586,0.0016424317259311335,0.0007089929784552801,0.0006456879275800415,0.0011839434654311513,0.0011594070185058315,0.9997076023391813,0.0005335756605524996,0.9985512840775999,0.0014292481329045612,31.666666666666668,20.310096011589902,3.6666666666666665,2.0,6.111111111111111,2.204792759220492,0.9792791630026583,0.02632110782311062,0.0038295427569657535,0.0030690060390962063,0.6513706586106093,0.020581990429299226,0.00816358024691358,0.006919954771310362,0.04888888888888889,0.03855011168740126,0.011111111111111112,0.01536590742882148
gpu,w/o posterior refinement,9,0.9984375,0.001350907536389866,0.9982313654506637,0.0018908436625460806,0.9966081871345029,0.0033402513622209765,0.9973441430634413,0.002297991414176623,0.0011594141933075964,0.0009245201388083383,0.0020093318867298207,0.0015296709278860014,0.9990643274853801,0.001309928466935821,0.9976263098456081,0.0018996830854401043,51.111111111111114,9.61046882889233,6.111111111111111,2.204792759220492,12.777777777777779,6.666666666666667,0.9200857173569654,0.008651474339076684,0.0038295427569657535,0.0030690060390962063,0.6513706586106093,0.020581990429299226,0.00816358024691358,0.006919954771310362,0.04888888888888889,0.03855011168740126,0.011111111111111112,0.01536590742882148
