profile,fault_rate,topology,method,runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,brier_mean,brier_std,ece_mean,ece_std
gpu,0.25,"AQ(5,4)",Clustered-PMC,3,0.7872333333333333,0.02777072799429886,1.0,0.0,0.14896666666666666,0.11114064662999461,0.2213,0.12428093176348495,0.21276666666666666,0.027770727994298836,0.0,0.0
gpu,0.25,"AQ(5,4)",UP-GDN,3,0.9502,0.08625613021693007,1.0,0.0,0.8007666666666666,0.3450822558946393,0.8579333333333333,0.2460666847286185,0.03793333333333333,0.0418388973723416,0.13763333333333333,0.0722780971894898
gpu,0.25,Q10,Clustered-PMC,3,0.8368,0.011981652640600103,1.0,0.0,0.34713333333333335,0.04798086424120904,0.49423333333333336,0.04927162807674749,0.1632,0.01198165264060013,0.0,0.0
gpu,0.25,Q10,UP-GDN,3,0.9970666666666667,0.004908496035786694,1.0,0.0,0.9882666666666666,0.019633984143146616,0.9936,0.010740577265678076,0.020233333333333336,0.009099633692261098,0.11056666666666666,0.02393748803306924
gpu,0.25,Q4^5,Clustered-PMC,3,0.8233666666666667,0.033505422446722444,1.0,0.0,0.2935,0.13410011185677662,0.4182666666666666,0.1432243810715666,0.17663333333333334,0.03350542244672246,0.0,0.0
gpu,0.25,Q4^5,UP-GDN,3,0.8506,0.0,1.0,0.0,0.4023,0.0,0.5738,0.0,0.0944,0.006194352266379427,0.2207,0.012201229446248442
gpu,0.3,"AQ(5,4)",Clustered-PMC,3,0.7420333333333333,0.02726285629447753,1.0,0.0,0.13943333333333333,0.09094401208069354,0.2232,0.13177325221758776,0.258,0.02721378327245222,0.0,0.0
gpu,0.3,"AQ(5,4)",UP-GDN,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.032433333333333335,0.007200925866396163,0.14283333333333334,0.017650023607160795
gpu,0.3,Q10,Clustered-PMC,3,0.7829333333333334,0.04209659527008486,1.0,0.0,0.27603333333333335,0.1403269871882573,0.3974666666666667,0.16057790425003476,0.21706666666666666,0.04209659527008489,0.0,0.0
gpu,0.3,Q10,UP-GDN,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.020999999999999998,0.008231038816577163,0.1126,0.024350154003619767
gpu,0.3,Q4^5,Clustered-PMC,3,0.7861,0.012767145334803717,1.0,0.0,0.2864,0.0425897875082748,0.42483333333333334,0.054524520477793596,0.2139,0.012767145334803701,0.0,0.0
gpu,0.3,Q4^5,UP-GDN,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.027266666666666668,0.012737477510611484,0.13133333333333333,0.03564271781631324
gpu,0.35,"AQ(5,4)",Clustered-PMC,3,0.6891333333333334,0.02565937125756075,1.0,0.0,0.11076666666666667,0.07332805284018752,0.179,0.09503325733657664,0.3108666666666667,0.02565937125756072,0.0,0.0
gpu,0.35,"AQ(5,4)",UP-GDN,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.04013333333333333,0.014598059231738078,0.1626,0.03855917530238426
gpu,0.35,Q10,Clustered-PMC,3,0.7462666666666666,0.046876468865874855,1.0,0.0,0.2743,0.13408113215512463,0.3969333333333333,0.16212570226010842,0.25373333333333337,0.04687646886587485,0.0,0.0
gpu,0.35,Q10,UP-GDN,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0374,0.006221736092120913,0.146,0.013650274722510162
